"fac","subj","crsnum","longtitle"
GS,DANC,5221,The Interactive Stage:  Explorations in Electronically Mediated Performances
GS,DANC,5225,Choreography
GS,DANC,5270,Lighting Design for Dance
GS,DANC,5300,Methods and Materials for Movement Observation
GS,DANC,5350,Theory and Practice in Dance Dramaturgy
GS,DANC,5501,"Initiating, Forming and Performing Choreography I"
GS,DANC,5502,"Initiating, Forming and Performing Choreography II"
GS,DANC,5602,Dance Production
GS,DANC,5900,Imaging the Arts: Interdisciplinary Collaborations
GS,DANC,6001,Choreography Thesis
GS,DANC,6002,Dance Dramaturgy Thesis
GS,DANC,6200,Advanced Research and Dissertation Seminar
GS,DANC,6315,Issues in Dance Heritage Studies
GS,DANC,6400,Issues in Dance Ethnography and Cultural Studies
GS,DEMS,5000,Directed Reading
GS,DEMS,5010,Advanced Disaster and Emergency Management
GS,DEMS,5030,Social and Behavioral Dimensions of Disasters
GS,DEMS,5040,Natural Disasters
GS,DEMS,5051,Research Design and Qualitative Research Methods
GS,DEMS,5052,Research Design and Quantitative Methods
GS,DEMS,5053,Topics in Business Continuity
GS,DEMS,5060,Terrorism Studies I
GS,DEMS,5080,Emergency Management Practicum
GS,DEMS,5081,Topics in Applied Disaster Management
GS,DEMS,5082,Medical and Public Health Issues for Non-Medical Personnel
GS,DEMS,5710,Critical Infrastructure Protection
GS,DEMS,6041,Climate Change Disasters and Their Impacts on Mitigation and Adaptation Strategies
GS,DEMS,6070,Disasters and Ethics
GS,DVST,5000,Directed Reading
GS,DVST,5100,Conceptual Foundations of Development I
GS,DVST,5101,Conceptual Foundations of Development II
GS,DVST,5110,"Development, Political Economy and Policy"
GS,DVST,5111,Civil Society and State in Development Discourse and Practice
GS,DVST,5120,Research Methods for Development
GS,DVST,5121,Tools and Policy Analysis for Development
GS,DVST,5122,Critical Reflections on Field Work
GS,ECON,5000,Mathematics For Economists
GS,ECON,5010,Applied Microeconomics
GS,ECON,5011,Applied Macroeconomics
GS,ECON,5025,Applied Econometrics
GS,ECON,5030,The Econometrics of Financial Markets
GS,ECON,5069,History of Economic Thought II
GS,ECON,5100,Microeconomics Theory
GS,ECON,5110,Topics In Macroeconomic Theory
GS,ECON,5220,Econometric Theory
GS,ECON,5300,Public Economics I
GS,ECON,5320,Game Theory
GS,ECON,5430,Industrial Organization
GS,ECON,5459,Health Economics
GS,ECON,5460,Economics Of Natural Resources
GS,ECON,5500,Advanced Monetary Economics
GS,ECON,5510,International Monetary Economics
GS,ECON,5520,Economics of Financial Markets
GS,ECON,5600,Labour Economics
GS,ECON,5620,Empirical Labour Economics
GS,ECON,5700,Economic Development
GS,ECON,5800,International Trade Theory
GS,ECON,5820,Empirical International Trade
GS,ECON,5910,Trade Policy  and Econ. Integration
GS,ECON,5950,Public Choice Theory (The Economics of Politics)
GS,ECON,5990,Directed Readings
GS,ECON,6100,Topics In Microeconomics Theory
GS,ECON,6110,Advanced Macroeconomic Theory
GS,ECON,6220,Advanced Econometric Theory I
GS,ECON,6250,Advanced Econometric Theory
GS,ECON,6990,Reading & Research
GS,ECON,7000,Ph.D. Dissertation
GS,ECON,7000,PhD Research Seminar
GS,ECON,7100,Advanced Topics in Microeconomic Research
GS,ECON,7110,Advanced Topics in Macroeconomics Research
GS,ECON,7220,Advanced Topics in Empirical Economic Research
GS,EDUC,5100,"Research and Issues in Language, Culture and Teaching"
GS,EDUC,5120,"Theory and Research in Language, Culture and Teaching"
GS,EDUC,5200,Qualitative Research Methods in Education
GS,EDUC,5205,Policy Research in Education
GS,EDUC,5216,Mixed-Methods Research in Education
GS,EDUC,5220,Narrative Inquiry
GS,EDUC,5222,Seminar in In-depth Interviewing
GS,EDUC,5250,Practitioner Research
GS,EDUC,5300,Oral Language Learning in the Classroom
GS,EDUC,5315,Frameworks for Language and Literacy Theory and Research
GS,EDUC,5320,"Reading, Writing, and Critical Literacy"
GS,EDUC,5340,Adolescent and Children's Literature
GS,EDUC,5380,Second Language Instruction
GS,EDUC,5412,Changing Currents in Post-Secondary Education
GS,EDUC,5414,"Teaching and Learning in PSE, a study of traditional and emerging pedagogies including lectures, online learning, adult learning and student centred teaching"
GS,EDUC,5417,"Internationalization of Higher Education: Semantics, Polemics and Politics of Policy-Making"
GS,EDUC,5440,Urban Education
GS,EDUC,5444,Education for Sustainability
GS,EDUC,5445,"Education, Sustainability and the Ecological Crisis"
GS,EDUC,5446,"Special Topics:  Ecology, Ethics and Education"
GS,EDUC,5455,Student Experiences and Educational Outcomes in Colleges and Universities
GS,EDUC,5463,Comparative Perspectives on Global Migration and Education
GS,EDUC,5465,Cultural Studies in Education and Society
GS,EDUC,5470,Representation and Visual Culture
GS,EDUC,5525,"The Act of Writing, Part I"
GS,EDUC,5535,Family Literacy
GS,EDUC,5540,Educating Young Children
GS,EDUC,5550,"Play, Language and Learning"
GS,EDUC,5615,Education and Social Justice in Postmodernity
GS,EDUC,5616,Democracy and Education:  Pedagogical Considerations of Deliberation and the Politics of Interruption
GS,EDUC,5700,Full Inclusion of all Students: Theory and Practice
GS,EDUC,5710,Critical Perspectives on Special Education
GS,EDUC,5720,Disability in Society
GS,EDUC,5815,Seminar in Psychoanalytic Theory and Pedagogy
GS,EDUC,5841,Thinking about Teaching Mathematics
GS,EDUC,5850,Science Technology and Society
GS,EDUC,5861,Education and the World Wide Web: Critical Vantage Points
GS,EDUC,5900,Independent Reading Course
GS,EDUC,5910,Student  Initiated Collaborative Inquiry
GS,EDUC,5915,Practium Seminar
GS,EN,5050,Bibliography Seminar
GS,EN,6010,Directed Reading
GS,EN,6200,Early Modern Food and Writing
GS,EN,6220,Shakespeare's Political Theory
GS,EN,6320,Eighteenth-Century Intellectual Texts
GS,EN,6424,Victorian Sexualities
GS,EN,6450,Nineteenth Century British Fiction
GS,EN,6540,"""9/11"" Theatre"
GS,EN,6552,The Advent of Modernism
GS,EN,6559,Sexuality and Literature:  Sexology vs. Fiction
GS,EN,6584,Globalization and Culture: Routes and Roots
GS,EN,6590,Contemporary Fiction: After 9/11
GS,EN,6591,"lntermedial Bloomsbury: Literature, Visual Art, and the Omega Workshop"
GS,EN,6599,The Poetics of Contemporary Poetry
GS,EN,6714,Considering Black Canada
GS,EN,6747,Digital Humanities and Social Change
GS,EN,6761,Twentieth-Century Canadian Drama
GS,EN,6961,"""Demon Theory:""  Indigenous  Critical Theory"
GS,EN,6975,"Psychoanalytic Interpretations: Freud, Lacan, and the Signifier"
GS,EN,6988,Girlhood
GS,EN,6992,Studies in Contemporary Literary and Cultural Theory
GS,EN,6997,Issues in Contemporary Theory
GS,EN,7000,Dissertation Proposal Writing Workshop
GS,ESS,5010,Directed Reading
GS,ESS,5020,Time Series and Spectral Analysis
GS,ESS,5180,Physical Principles of Remote Sensing
GS,ESS,5200,Atmospheric Dynamics
GS,ESS,5201,Storms and Weather Systems
GS,ESS,5204,Numerical Weather Prediction
GS,ESS,5205,Cloud Physics and Radar Meteorology
GS,ESS,5230,Remote Sensing of the Atmosphere
GS,ESS,5400,Geographical Information Systems and Advanced Spatial Analysis
GS,ESS,5420,Advanced Geospatial Information Technology
GS,ESS,5430,Advanced Optimal Estimation Theory and Applications
GS,FACC,6000,Introduction to Governance and Accountability
GS,FACC,6120,Corporate Responsibilty and Ethics
GS,FACC,6140,Performance Measurement Systems
GS,FACC,6180,Research Methods
GS,FACC,6220,Corporate Governance and Financial Accountabilty
GS,FACC,6400,Earnings Management and Forensic Accounting
GS,FACC,6460,Accountability Issues in the Government and Not-For-Profit
GS,FACC,6900,"Synthesis of theory and practice, governance and accountability"
GS,FACC,6999,Major Research Paper Option
GS,FILM,5010,Production
GS,FILM,5050,Documentary Workshop
GS,FILM,5070,Hybrid Fiction
GS,FILM,5080,Directing Short New Narratives
GS,FILM,5110,Screenwriting
GS,FILM,5120,Feature Screenwriting II
GS,FILM,5122,Writing for Television
GS,FILM,5125,Scene Writing Workshop
GS,FILM,5130,Selected Topics in Screenwriting
GS,FILM,5400,Graduate Seminar
GS,FILM,5600,Internship
GS,FILM,5700,Student Initiated Collaborative Inquiry
GS,FILM,5800,Directed Reading
GS,FILM,6220,Methods and Research in Cinema and Media Studies
GS,FILM,6230,Contemporary Cinema and Media Theory
GS,FILM,6233,Dziga Vertov and His Legacy
GS,FILM,6247,Feminist Film and Cultural Theory
GS,FILM,6248,Red Hollywood: Marxist Cultural Politics and Popular Film
GS,FILM,6249,Still/Moving: Cinema and Photography
GS,FILM,7000,Cinema and Media Studies:  Key Concepts
GS,FREN,5228,Annie Ernaux: : la mÇmoire vÇcue et Çcrite
GS,FREN,5603,"Temps,Aspect Et Mode En Francais Cont."
GS,FREN,5611,L'approche diachronique et l'evolution historique du francais
GS,FREN,5712,French Reading Course for Academic Purposes (Basic)
GS,FREN,5713,French Reading Course for Academic Purposes (Intermediate)
GS,FREN,5900,Cours de lecture dirigee
GS,FREN,6206,Introduction to textology--Introduction B la textologie
GS,FREN,6606, SÇminaire sur l®analyse du discours: continuum entre textualitÇ et oralitÇ
GS,FREN,6900,Cours de lecture dirigÇe / Cours individuel (Directed reading)
GS,GEOG,5010,Seminar In The Theory Of Geography
GS,GEOG,5011,Graduate Colloquium
GS,GEOG,5015,Remote Sensing and Image Processing for Geographical Analysis and Environmental Monitoring
GS,GEOG,5025,Research Design and Formulation in Human Geograph
GS,GEOG,5050,Geographical Information Systems (GIS) and Spatial Analysis
GS,GEOG,5208,Doctoral Seminar in Critical Human Geography
GS,GEOG,5209,Masters Seminar in Critical Human Geography
GS,GEOG,5314,"Cultures of Cities: Planning, Policy and Practice"
GS,GEOG,5326,Critical Political Ecologies
GS,GEOG,5370,Urban Social Policy
GS,GEOG,5600,Research Seminar in Physical Geography
GS,GEOG,5695,Fluvial Geomorphology
GS,GEOG,5700,The Making of Asian Studies: Critical Perspectives
GS,GEOG,6010,M.A./M.Sc. Research Paper
GS,GEOG,6050,M.A./M.Sc. Directed Reading Course
GS,GEOG,6060,Ph.D. Directed Reading Course
GS,GFWS,6001,Women's History
GS,GFWS,6002,Feminist Theory
GS,GFWS,6007,Feminist Research Colloquium
GS,GFWS,6008,Feminist Methodologies and Research Methods
GS,GFWS,6009,Advanced Research in Feminist Theory
GS,GFWS,6112,Queer Affect Theory: Public Feelings and Queer/Feminist Cultural Production
GS,GFWS,6214,Maternal Theory
GS,GFWS,6404,Theorizing Womens Work
GS,GFWS,6801,Reading Course
GS,GFWS,6904,Critical Approaches to 'Race' and Racism
GS,GFWS,6907,"MA Seminar in Gender, Feminist and Women's Studies"
GS,HIST,5025,The Conflict of Religions in the Roman Empire
GS,HIST,5026,The Roman Empire
GS,HIST,5033,Slavery in Ancient Greece and Rome
GS,HIST,5060,Directed Readings
GS,HIST,5070,Directed Readings
GS,HIST,5126,History of Higher Education in Canada
GS,HIST,5132,The Social and Cultural History of Religion in Canada
GS,HIST,5175,"Citizens, Historians and the State:  Writing the History of the Welfare State in Canada, 1900-1950"
GS,HIST,5191,Aboriginal Communities in Twentieth Century North America
GS,HIST,5540,North American Environmental History
GS,HIST,5561,"Issues in Comparative Women's and Gender History: Part I, The Late Eighteenth and Ninteenth Centuries"
GS,HIST,5562,"Issues in Comparative Women's and Gender History: Part II, The Twentieth Century"
GS,HIST,5580,Social History Workshop
GS,HIST,5590,Transnational and Global Histories
GS,HIST,5701,Modern Cultural History
GS,HIST,5770,Linguistic History
GS,HIST,5900,Themes in Post-Emancipation Caribbean History
GS,HIST,5901,The African Diaspora
GS,HIST,5960,Social History of Commodities
GS,HIST,6001,Directed Readings
GS,HIST,6002,Directed Readings
GS,HIST,6020,Selected Topics In The History Of U.S.
GS,HIST,6030,Selected Topics In The Hist. Of Canada
GS,HIST,6041,Issues in Nineteenth and Twentieth Century Mediterranean Europe
GS,HIST,6050,Themes In Western Social History
GS,HIST,6090,Research Methods in Ancient History
GS,HIST,6091,Work in Progress in Ancient History
GS,HLTH,5010,Health and Science
GS,HLTH,5040,"Health, Ethics and Law"
GS,HLTH,5050,Perspectives in Decision-Making and Information Systems
GS,HLTH,6210,The Political Economy of Health Inequities
GS,HLTH,6220,Human rights and Health Equity
GS,HLTH,6230,Health Equity: Analytic Orientations
GS,HRM,6000,Major Research Paper
GS,HRM,6100,Staffing Organizations
GS,HRM,6200,Employee Training and Development
GS,HRM,6300,Strategic Compensation
GS,HRM,6400,Organizational Change & Development
GS,HRM,6500,Human Resources Management Effectiveness
GS,HRM,6600,"Research, Measurement and Evaluation of Human Resources"
GS,HRM,6700,Workplace Citizenship: Lessons from Labour Relations
GS,HRM,6800,Global Mindsets and People Management
GS,HRM,6910,Issues in Human Resource Management: Careers
GS,HRM,6920,Work/Life Balance
GS,HRM,7000,Human Resources Management Theory Seminar
GS,HRM,7010,Qualitative Research Methods and Processes
GS,HRM,7020,Quantitative Research Methods/Multivariate Statistics
GS,HRM,7030,"Teaching, Learning and Pedagogical Processes"
GS,HRM,7040,Univariate Statistics
GS,HRM,7050,Multivariate Statistics
GS,HRM,7110,"Seminar 1: Seminal, Strategic & Macro-Human Resources Management Research"
GS,HRM,7120,Seminar II: Micro-Human Resources Management Research
GS,HUMA,5000,Directed Reading
GS,HUMA,5001,Graduate Seminar
GS,HUMA,5002,Major Research Paper
GS,HUMA,5100,Core Practices and Methodologies in Humanities Research
GS,HUMA,6000,Directed Reading
GS,HUMA,6001,Graduate Seminar
GS,HUMA,6119,Book Culture East and West
GS,HUMA,6132,"Race-thinking, Modernity, and Postcolonial Melancholia"
GS,HUMA,6136,Literature and Politics: from the Restoration to the 1848 Revolutions
GS,HUMA,6137,Post-Orientalism & Post-Occidentalism
GS,HUMA,6150,The Fiction of Postmodern Multiculturalism
GS,HUMA,6153,"The Reader: Examining the Culture of Readers and Representations of Readers in Literature, Film, and Other Arts"
GS,HUMA,6154,Introduction to Mindfulness: Understanding and Using Mindfulness in the Professions
GS,HUMA,6156,Orientalism vs. Occidentalism: Envisioning the Other in Japan and the West
GS,HUMA,6157,Comparative and World Literature Seminar: History and Practice
GS,HUMA,6229,The Return of the Religious in Contemporary Continental Thought
GS,HUMA,6319,Culture and Modernity
GS,HUMA,6328,"Israeli Film and Filmmakers: Culture, Conflict, Identity and Cinematic Representation"
GS,HUMA,7000,Dissertation Research
GS,INST,5010,Directed Readings
GS,INST,5020,Directed Readings
GS,INST,5030,Practicum
GS,INTE,5710,Conference Interpreting 1: English--French
GS,INTE,5710,Conference Interpreting 1: English--Mandarin
GS,INTE,5710,Conference Interpreting 1: English--Portuguese
GS,INTE,5710,Conference Interpreting 1: English--Spanish
GS,INTE,5710,Conference Interpreting I
GS,INTE,5710,Conference Interpreting I: English--Arabic
GS,INTE,5710,Conference Interpreting I: English--Russian
GS,INTE,5715,Conference Interpreting II: English--Arabic
GS,INTE,5715,Conference Interpreting II: English--French
GS,INTE,5715,Conference Interpreting II: English--Mandarin
GS,INTE,5715,Conference Interpreting II: English--Portuguese
GS,INTE,5715,Conference Interpreting II: English--Russian
GS,INTE,5715,Conference Interpreting II: English--Spanish
GS,INTE,5720,Court Interpreting 1: English--Mandarin
GS,INTE,5720,Court Interpreting 1: English--Portuguese
GS,INTE,5720,Court Interpreting 1: English--Spanish
GS,INTE,5720,Court Interpreting I
GS,INTE,5720,Court Interpreting I: English--Arabic
GS,INTE,5720,Court Interpreting I: English--French
GS,INTE,5720,Court Interpreting I: English--Russian
GS,INTE,5725,Court Interpreting II: English--Arabic
GS,INTE,5725,Court Interpreting II: English--French
GS,INTE,5725,Court Interpreting II: English--Mandarin
GS,INTE,5725,Court Interpreting II: English--Portuguese
GS,INTE,5725,Court Interpreting II: English--Russian
GS,INTE,5725,Court Interpreting II: English--Spanish
GS,INTE,5730,Healthcare Interpreting 1: English--Mandarin
GS,INTE,5730,Healthcare Interpreting 1: English--Spanish
GS,INTE,5730,Healthcare Interpreting 1:English--Portuguese
GS,INTE,5730,Healthcare Interpreting I
GS,INTE,5730,Healthcare Interpreting I: English-- Arabic
GS,INTE,5730,Healthcare Interpreting I: English--French
GS,INTE,5730,Healthcare Interpreting I: English--Russian
GS,INTE,5735,Healthcare Interpreting II: English -- Arabic
GS,INTE,5735,Healthcare Interpreting II: English--French
GS,INTE,5735,Healthcare Interpreting II: English--Mandarin
GS,INTE,5735,Healthcare Interpreting II: English--Portuguese
GS,INTE,5735,Healthcare Interpreting II: English--Russian
GS,INTE,5735,Healthcare Interpreting II: English--Spanish
GS,INTE,5790,Mentoring Practicum in Interpreting : Fostering Autonomy and Self-Directed Learning Among Trainee Interpreters
GS,INTE,5820,Documentation & Professional Practice I
GS,INTE,5825,Documentation & Professional Practice IV
GS,INTE,5830,Documentation & Professional Practice II
GS,INTE,5835,Documentation & Professional Practice V
GS,INTE,5840,Documentation &Professional Practice III
